subject,age,gender,party,prime_type,rating,influenced,self_exclusion_1,complete_data
548346706,47,Female,republican,prime_type_B,0,0,"Yes, use my data",FALSE
548346706,47,Female,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,47,Female,republican,prime_type_A,0,0,"Yes, use my data",FALSE
548346706,47,Female,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,47,Female,republican,prime_type_A,0,0,"Yes, use my data",FALSE
548346706,47,Female,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,47,Female,republican,prime_type_A,1,0,"Yes, use my data",FALSE
548346706,47,Female,republican,prime_type_A,0,0,"Yes, use my data",FALSE
548346706,47,Female,republican,prime_type_B,1,0,"Yes, use my data",FALSE
548346706,47,Female,republican,prime_type_B,0,1,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,1,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,1,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,1,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,1,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,0,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
896525387,38,male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,0,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_A,1,0,"Yes, use my data",FALSE
232565411,54,Male,republican,prime_type_B,1,0,"Yes, use my data",FALSE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,0,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_A,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,1,1,"Yes, use my data",TRUE
313716435,31,Male,republican,prime_type_B,0,1,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,1,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_A,0,0,"Yes, use my data",TRUE
844835660,33,male,republican,prime_type_B,0,0,"Yes, use my data",TRUE
12844131,35,male,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,0,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_A,0,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_A,1,0,"Yes, use my data",FALSE
12844131,35,male,neither/moderate,prime_type_B,1,0,"Yes, use my data",FALSE
