subject,party,prime_type,rating,influenced,self_exclusion_1,complete_data,prime_identity
1470182,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,3
1470182,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,8
1470182,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,3
1470182,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,5
1470182,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,8
1470182,democrat,prime_type_B,0,0,"Yes, use my data",TRUE,4
1470182,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,1
1470182,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,11
1470182,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,7
1470182,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,2
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,2
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,1
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,7
2571515,democrat,prime_type_B,0,0,"Yes, use my data",TRUE,11
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,6
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,5
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,11
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,6
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,7
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,2
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,4
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,1
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,12
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,9
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,6
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,12
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,2
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,11
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,3
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,8
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,6
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,10
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,5
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,4
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,9
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,4
2571515,democrat,prime_type_B,0,0,"Yes, use my data",TRUE,8
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,10
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,7
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,11
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,2
2571515,democrat,prime_type_B,0,0,"Yes, use my data",TRUE,3
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,7
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,12
2571515,democrat,prime_type_B,0,0,"Yes, use my data",TRUE,5
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,1
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,1
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,5
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,9
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,11
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,10
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,9
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,11
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,2
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,3
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,4
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,10
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,6
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,12
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,1
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,12
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,2
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,4
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,8
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,7
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,1
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,5
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,9
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,8
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,7
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,3
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,6
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,6
2571515,democrat,prime_type_B,0,0,"Yes, use my data",TRUE,1
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,2
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,10
2571515,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,12
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,1
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,12
2571515,democrat,prime_type_A,1,0,"Yes, use my data",TRUE,9
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,9
2571515,democrat,prime_type_B,1,0,"Yes, use my data",TRUE,10
11441115,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,11
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,3
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,1
11441115,democrat,prime_type_A,1,1,"Yes, use my data",TRUE,1
11441115,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,4
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,12
11441115,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,7
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,2
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,10
11441115,democrat,prime_type_B,0,1,"Yes, use my data",TRUE,4
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,3
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,8
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,9
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,2
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,7
11441115,democrat,prime_type_B,0,1,"Yes, use my data",TRUE,7
11441115,democrat,prime_type_B,0,1,"Yes, use my data",TRUE,4
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,1
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,5
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,10
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,3
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,7
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,12
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,3
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,5
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,11
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,8
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,4
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,6
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,8
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,1
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,11
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,9
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,10
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,12
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,4
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,12
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,7
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,6
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,3
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,2
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,5
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,9
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,12
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,3
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,8
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,10
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,9
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,9
11441115,democrat,prime_type_B,0,0,"Yes, use my data",TRUE,6
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,10
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,11
11441115,democrat,prime_type_A,0,0,"Yes, use my data",TRUE,2
11441115,democrat,prime_type_B,0,1,"Yes, use my data",TRUE,2
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,1
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,1
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,7
11441115,democrat,prime_type_B,0,1,"Yes, use my data",TRUE,4
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,11
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,8
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,6
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,4
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,10
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,12
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,5
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,7
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,8
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,1
11441115,democrat,prime_type_A,0,1,"Yes, use my data",TRUE,8
11441115,democrat,prime_type_B,0,1,"Yes, use my data",TRUE,4
11441115,democrat,prime_type_B,0,1,"Yes, use my data",TRUE,2
11441115,democrat,prime_type_B,1,1,"Yes, use my data",TRUE,6
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,2
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,2
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,1
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,8
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,11
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,7
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,6
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,3
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,5
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,7
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,1
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,10
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,3
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,6
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,9
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,8
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,9
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,4
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,11
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,12
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,11
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,1
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,12
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,2
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,2
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,6
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,7
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,3
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,3
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,10
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,5
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,8
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,5
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,1
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,9
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,10
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,7
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,8
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,4
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,7
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,3
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,10
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,4
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,2
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,1
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,6
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,5
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,9
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,2
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,8
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,1
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,12
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,7
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,11
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,4
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,5
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,11
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,8
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,3
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,12
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,6
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,10
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,7
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,12
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,11
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,7
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,1
12844131,neither/moderate,prime_type_B,0,0,"Yes, use my data",TRUE,1
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,2
12844131,neither/moderate,prime_type_B,1,0,"Yes, use my data",TRUE,6
12844131,neither/moderate,prime_type_A,1,0,"Yes, use my data",TRUE,11
12844131,neither/moderate,prime_type_A,0,0,"Yes, use my data",TRUE,8
19446760,republican,prime_type_B,1,0,"Yes, use my data",TRUE,12
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,2
19446760,republican,prime_type_B,0,0,"Yes, use my data",TRUE,1
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,12
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,11
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,1
19446760,republican,prime_type_B,0,0,"Yes, use my data",TRUE,8
19446760,republican,prime_type_B,1,0,"Yes, use my data",TRUE,4
19446760,republican,prime_type_B,1,0,"Yes, use my data",TRUE,11
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,3
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,7
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,6
19446760,republican,prime_type_B,0,0,"Yes, use my data",TRUE,9
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,10
19446760,republican,prime_type_B,0,0,"Yes, use my data",TRUE,6
19446760,republican,prime_type_B,1,0,"Yes, use my data",TRUE,4
19446760,republican,prime_type_B,1,0,"Yes, use my data",TRUE,10
19446760,republican,prime_type_B,1,0,"Yes, use my data",TRUE,11
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,7
19446760,republican,prime_type_B,1,0,"Yes, use my data",TRUE,8
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,1
19446760,republican,prime_type_B,1,0,"Yes, use my data",TRUE,5
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,2
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,3
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,4
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,6
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,11
19446760,republican,prime_type_B,0,0,"Yes, use my data",TRUE,12
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,9
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,8
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,5
19446760,republican,prime_type_A,1,0,"Yes, use my data",TRUE,12
19446760,republican,prime_type_B,1,0,"Yes, use my data",TRUE,3
19446760,republican,prime_type_A,0,0,"Yes, use my data",TRUE,9
