prime_type,rating,influenced,self_exclusion_1,complete_data,experiment,unique_id
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,0,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,0,0,"Yes, use my data",TRUE,1,1_148697371
Positive,1,0,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,0,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,0,0,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,0,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Negative,1,0,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,0,"Yes, use my data",TRUE,1,1_148697371
Positive,1,0,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Positive,1,0,"Yes, use my data",TRUE,1,1_148697371
Positive,1,0,"Yes, use my data",TRUE,1,1_148697371
Negative,0,0,"Yes, use my data",TRUE,1,1_148697371
Negative,0,1,"Yes, use my data",TRUE,1,1_148697371
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,0,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Negative,1,0,"Yes, use my data",TRUE,1,1_787416013
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,0,0,"Yes, use my data",TRUE,1,1_493020342
Positive,0,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,0,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,0,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,0,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,1,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,0,1,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,1,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Positive,1,1,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Negative,0,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,0,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,1,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,1,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,0,"Yes, use my data",TRUE,1,1_493020342
Negative,0,1,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,0,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Positive,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,0,"Yes, use my data",TRUE,1,1_493020342
Negative,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,0,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,1,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Negative,0,1,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Positive,1,0,"Yes, use my data",TRUE,1,1_883659666
Positive,0,0,"Yes, use my data",TRUE,1,1_883659666
Negative,0,0,"Yes, use my data",TRUE,1,1_883659666
